time[s],iL[A],v out[V]
0.0,0.0,0.0
0.00040000000467443897,0.0,0.0
0.0008000000093488779,0.0,0.0
0.0012000000424450263,0.0,0.0
0.0016000000186977559,0.0,0.0
0.0019999999949504854,0.0,0.0
0.0024000000848900527,0.0,0.0
0.0027999999474559445,0.0,0.0
0.0032000000373955118,0.0,0.0
0.0035999998999614036,0.0,0.0
0.003999999989900971,0.0,0.0
0.004399999852466863,0.0,0.0
0.004800000169780105,0.0,0.0
0.005200000032345997,0.0,0.0
0.005599999894911889,0.0,0.0
0.006000000212225132,0.0,0.0
0.0064000000747910235,0.0,0.0
0.006799999937356915,0.0,0.0
0.007199999799922807,0.0,0.0
0.00760000011723605,0.0,0.0
0.007999999979801942,0.0,0.0
0.008400000297115184,0.0,0.0
0.008799999704933725,0.0,0.0
0.009200000022246968,0.0,0.0
0.00960000033956021,0.0,0.0
0.009999999747378752,1.222133525836163e-14,0.0
0.010400000064691994,1.2221329329131e-14,1.4813378711448684e-17
0.010800000382005237,1.2221311541439107e-14,2.962602288651342e-17
0.011199999789823778,1.2221281895285954e-14,4.443792259902686e-17
0.01160000010713702,1.2221240390671538e-14,5.924906130537675e-17
0.012000000424450263,1.2221187027595861e-14,7.405941915322839e-17
0.012399999832268804,1.2221121806058922e-14,8.886898952513688e-17
0.012800000149582047,1.2221044726060722e-14,1.0367775918621242e-16
0.013199999557400588,1.222095578760126e-14,1.184857082841203e-16
0.01359999987471383,1.2220854990680537e-14,1.3329282358397074e-16
0.014000000192027073,1.2220742335298553e-14,1.4809909185087392e-16
0.014399999599845614,1.2220617821455306e-14,1.6290449984994004e-16
0.014799999917158857,1.2220482296183745e-14,1.777090343462793e-16
0.0152000002344721,1.2220334065417976e-14,1.9251268210500192e-16
0.015600000551785342,1.2220173976190945e-14,2.0731541665632827e-16
0.015999999959603883,1.2220002028502652e-14,2.2211723800025836e-16
0.016399999367422424,1.2219818222353098e-14,2.369181064321228e-16
0.01680000059423037,1.221962340477523e-14,2.5171804842170117e-16
0.01720000000204891,1.2219415881703152e-14,2.665170374992139e-16
0.01759999940986745,1.2219196500169813e-14,2.8131502072510173e-16
0.018000000636675395,1.221896610720816e-14,2.961120510389239e-16
0.018400000044493936,1.2218723008752298e-14,3.1090804903134163e-16
