time[s],iL[A],v out[V]
0.0,0.0,0.0
0.00040000000467443897,0.0,0.0
0.0008000000093488779,0.0,0.0
0.0012000000424450263,0.0,0.0
0.0016000000186977559,0.0,0.0
0.0019999999949504854,0.0,0.0
0.0024000000848900527,0.0,0.0
0.0027999999474559445,0.0,0.0
0.0032000000373955118,0.0,0.0
0.0035999998999614036,0.0,0.0
0.003999999989900971,0.0,0.0
0.004399999852466863,0.0,0.0
0.004800000169780105,0.0,0.0
0.005200000032345997,0.0,0.0
0.005599999894911889,0.0,0.0
0.006000000212225132,0.0,0.0
0.0064000000747910235,0.0,0.0
0.006799999937356915,0.0,0.0
0.007199999799922807,0.0,0.0
0.00760000011723605,0.0,0.0
0.007999999979801942,0.0,0.0
0.008400000297115184,0.0,0.0
0.008799999704933725,0.0,0.0
0.009200000022246968,0.0,0.0
0.00960000033956021,0.0,0.0
0.009999999747378752,8.344650268554688e-07,-1.4210854715202004e-14
0.010400000064691994,1.6689292579030734e-06,2.022889189490229e-09
0.010800000382005237,1.6689268704794813e-06,4.045685564335599e-09
0.011199999789823778,1.6689227777533233e-06,6.068379576618099e-09
0.01160000010713702,1.6689170934114372e-06,8.090969672025494e-09
0.012000000424450263,1.668909817453823e-06,1.0113454074200945e-08
0.012399999832268804,1.6689009498804808e-06,1.2135830118609192e-08
0.012800000149582047,1.6688903770045727e-06,1.4158096917071816e-08
0.013199999557400588,1.6688783261997742e-06,1.6180251805053558e-08
0.01359999987471383,1.6688645700924098e-06,1.820229300619758e-08
0.014000000192027073,1.6688491086824797e-06,2.0224218744147038e-08
0.014399999599845614,1.6688321693436592e-06,2.2246025466188257e-08
0.014799999917158857,1.6688135247022728e-06,2.4267714948678076e-08
0.0152000002344721,1.6687932884451584e-06,2.6289280086189137e-08
0.015600000551785342,1.6687714605723158e-06,2.831072443143512e-08
0.015999999959603883,1.6687480410837452e-06,3.0332042655345504e-08
0.016399999367422424,1.6687230299794464e-06,3.235323120520661e-08
0.01680000059423037,1.6686963135725819e-06,3.437429185737528e-08
0.01720000000204891,1.6686680055499892e-06,3.639522105913784e-08
0.01759999940986745,1.6686381059116684e-06,3.841601881049428e-08
0.018000000636675395,1.6686065009707818e-06,4.0436678006017246e-08
